Sr No,Text,Original sentiment Score,Predicted Sentiment Score,S-Precision,S-Recall,Sentiment F1 Score,S-Accuracy,Word-Sentiment Pairing,sentiment-score pairing
449,"in online classes, professors read the pdf or ppt. i have seen the query. the students are unable to read it themselves. how does it benefit us? not at all. always give notes at the conclusion of the meeting. asking for notes must literally leave students paralysed. we still have only about 20 days until our tests. however, one faculty member has not yet disclosed. it goes on from here. videos are used to teach a whole unit. we can now watch videos for inspiration. we require some remarks. the colleges would undoubtedly claim later that you were required to comprehend and compose big responses. ",NIL,NIL,1,1,1,1,NIL,NIL
450,"retaining personal control over distraction. blaming the internet, mobile devices, or social media wont make the issues go away. self-control can occasionally be annoying. when i get sidetracked and cant finish the task i set for myself. mental pressure, indeed. going from being online to being offline is the same as having a heart attack. there is confusion when studying. however, when i talk to my friends or ask them questions. everything is resolved. parents and educators will always be under pressure. they want us to succeed because they think of us as children. i've never been afraid to ask questions, no. let me inform you that when students make mistakes, the hod and faculty in charge frequently bully the pupils.",NIL,NIL,1,1,1,1,NIL,NIL
451,"anyone can make mistakes, but they aggravate the problem and prevent our future prospects' placenta from developing. in the modern world, studying seems pointless. all they are needed for is employment. sincerity dictates that practical experiences teach more than what is necessary through life lessons. i've had comparisons made to my cousin's sister. however, i do so in order to engage in healthy competition. the students' interests cant be cultivated by the faculties.",NIL,upset,0,0,0,0,{'comparison': 'upset'},{'upset': 80}
452,"these days, there are so many external stimuli that it is understandable why many students, including myself, feel distracted. our capacity to concentrate on learning is negatively impacted by social media, friends, phones, television, video games, and outings. it may be time to switch to a workspace that is more favourable to learning if i feel that a plethora of distractions is harming my productivity.","anxious,distracted","anxious,distracted",1,1,1,1,"{'distract': 'distracted', 'distraction': 'distracted', 'harm': 'anxious'}","{'distracted': 100, 'anxious': 80}"
453,"anyone can escape the influence of all these outside distractions by creating the ideal learning environment, which should be a fairly simple answer. by getting rid of the items from your workspace that you are aware are weak points.",NIL,NIL,1,1,1,1,NIL,NIL
454,"when i was younger, i found studying to be rather simple because everyone seemed to have ""lesser"" expectations in a way, and also because the course material was relatively simple. as a result, i never really struggled, and as a result, i lacked the ability to work hard in high school. i believe myself to be very intelligent, but what annoys me the most is that, for the aforementioned reason, i never seem to be able to reach my full potential. additionally, there are a lot of external and internal distractions present that prevent me from giving it my all. i do occasionally struggle to ask inquiries since i have a slight fear of being judged.","irritable,distracted","irritable,distracted",1,1,1,1,"{'annoy': 'irritable', 'distraction': 'distracted'}","{'irritable': 78, 'distracted': 100}"
455,"internet and phone use keep me from studying. the mind is still processing the extra information it just acquired, so one cant simply browse the internet and resume studying. i become distracted and disinterested in my studies and find myself checking my phone more frequently. when i dont fully get an idea right away, i frequently become upset. although i am rarely compared to anyone, the competitive atmosphere in my class contributes to my desire to earn high grades.",distracted,distracted,1,1,1,1,{'distract': 'distracted'},{'distracted': 100}
456,"yes, i sometimes become confused while studying. particularly when the subject is too esoteric or challenging to understand. i become stressed out and confused as a result. of course, i think i may know everything, but some teachers and parents keep reminding me that i have a lot of work to do. i acknowledge that i cant know everything at once, but i make an effort to do so. the majority of the time, yes, since i am anxious about how my teacher and my fellow students will react to me.","anxious,confused","anxious,confused,depressed",0.666666667,1,0.8,0.965517241,"{'stress': 'anxious', 'confuse': 'confused', 'anxious': 'anxious'}","{'anxious': 95, 'confused': 100, 'depressed': 80}"
457,"i dont dislike my academics, but i have trouble understanding some topics. i dont compare myself in relation to my pals because i am aware of my issues. i dont consider myself to be shameless, however some of my teachers treat me more like a friend and guide me instead of a student. i am not weak in my academics, but i do have excellent teachers.",NIL,NIL,1,1,1,1,NIL,NIL
458,"when i am under tension, i am extremely upset and unable to study. yes, i do while i am studying and puzzled. yes, all of my subjects are confusing and under strain. my phone keeps me from studying. yes, i am confused if they arrive quickly. no, my family takes good care of me.","confused,tired","confused,tired",1,1,1,1,"{'puzzle': 'confused', 'strain': 'tired', 'confused': 'confused'}","{'confused': 85, 'tired': 70}"
459,"i dont have any issues. mathematics and numericals are too challenging for me to pursue physics. due to the fact that topics were not prepared for tests, i was having a lot of trouble. i have a grammar issue with english.",irritable,irritable,1,1,1,1,{'trouble': 'irritable'},{'irritable': 80}
460,"the most important factors are motivation and self-assurance. the self-confidence is what keeps us from learning and causes anxiety about the future. family demands for us, studying is really important. the most important thing is to compare yourself to others. internet and mobile use can be distracting.",NIL,NIL,1,1,1,1,NIL,NIL
